category	county	town	ad_id	date_of_lead	leads	package_type
rental	Dublin	Dublin 8	21940860	21/06/2019	2	Standard
rental	Dublin	Dublin 8	21940860	22/06/2019	7	Standard
rental	Dublin	Dublin 8	21940860	23/06/2019	9	Standard
rental	Dublin	Dublin 8	21940860	24/06/2019	1	Standard
rental	Dublin	Dublin 8	21940860	25/06/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	29/06/2019	1	Standard
rental	Dublin	Dublin 8	21947003	08/07/2019	32	Standard
rental	Dublin	Dublin 8	21947003	09/07/2019	6	Standard
rental	Dublin	Dublin 8	21947003	10/07/2019	17	Standard
rental	Dublin	Dublin 8	21947003	11/07/2019	13	Standard
rental	Dublin	Dublin 8	21947003	12/07/2019	8	Standard
rental	Dublin	Dublin 8	21947003	14/07/2019	9	Standard
rental	Dublin	Ballsbridge	21874514	15/07/2019	1	Standard
rental	Dublin	Dublin 8	21947003	15/07/2019	10	Standard
rental	Dublin	Dublin 8	21947003	16/07/2019	11	Standard
rental	Dublin	Dublin 8	21947003	17/07/2019	2	Standard
rental	Dublin	Dublin 4	21949667	18/07/2019	3	Standard
rental	Dublin	Dartry	21950271	22/07/2019	1	Standard
rental	Dublin	Dublin 4	21949667	22/07/2019	4	Standard
rental	Dublin	Dartry	21950271	23/07/2019	1	Standard
rental	Dublin	Balbriggan	21951490	24/07/2019	18	Standard
rental	Dublin	Dartry	21950271	24/07/2019	2	Standard
rental	Dublin	Dublin 4	21949667	24/07/2019	1	Standard
rental	Dublin	Balbriggan	21951490	25/07/2019	8	Standard
rental	Dublin	Balbriggan	21951490	26/07/2019	7	Standard
rental	Dublin	Balbriggan	21951490	28/07/2019	2	Standard
rental	Dublin	Balbriggan	21951490	29/07/2019	4	Standard
rental	Dublin	Dartry	21950271	29/07/2019	1	Premium
rental	Dublin	Balbriggan	21953179	30/07/2019	7	Standard
rental	Dublin	Dartry	21950271	30/07/2019	2	Premium
rental	Dublin	Balbriggan	21953179	31/07/2019	5	Standard
rental	Dublin	Ballsbridge	21874514	31/07/2019	1	Standard
rental	Dublin	Balbriggan	21953179	01/08/2019	9	Standard
rental	Dublin	Balbriggan	21953179	02/08/2019	11	Standard
rental	Dublin	Dartry	21954124	02/08/2019	1	Standard
rental	Dublin	Balbriggan	21953179	03/08/2019	5	Standard
rental	Dublin	Balbriggan	21953179	04/08/2019	4	Standard
rental	Dublin	Balbriggan	21953179	05/08/2019	3	Standard
rental	Dublin	Dublin 4	21949667	06/08/2019	1	Standard
rental	Dublin	Dublin 4	21949667	07/08/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	16/08/2019	2	Standard
rental	Dublin	Dublin 4	21949667	20/08/2019	1	Standard
rental	Dublin	Dublin 4	21949667	21/08/2019	1	Standard
rental	Dublin	Dublin 4	21949667	25/08/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	28/08/2019	1	Standard
rental	Dublin	Dublin 4	21961385	29/08/2019	1	Standard
rental	Dublin	Dublin 4	21961385	30/08/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	03/09/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	13/10/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	17/10/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	30/10/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	09/11/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	11/11/2019	1	Standard
rental	Dublin	Sandymount	21981070	11/11/2019	1	Standard
rental	Dublin	Sandymount	21981070	15/11/2019	1	Standard
rental	Dublin	Sandymount	21981070	19/11/2019	1	Standard
rental	Dublin	Ballsbridge	21874514	17/12/2019	1	Standard
rental	Dublin	Balbriggan	21999522	21/01/2020	3	Standard
rental	Dublin	Balbriggan	21999522	22/01/2020	12	Standard
rental	Dublin	Balbriggan	21999522	23/01/2020	7	Standard
rental	Dublin	Balbriggan	21999522	24/01/2020	8	Standard
rental	Dublin	Balbriggan	21999522	25/01/2020	2	Standard
rental	Dublin	Balbriggan	21999522	26/01/2020	4	Standard
rental	Dublin	Balbriggan	21999522	28/01/2020	1	Standard
rental	Dublin	Balbriggan	21999522	29/01/2020	2	Standard
rental	Dublin	Balbriggan	21999522	30/01/2020	1	Standard
rental	Dublin	Balbriggan	21999522	31/01/2020	1	Standard
rental	Dublin	Balbriggan	21999522	01/02/2020	3	Standard
rental	Dublin	Balbriggan	21999522	02/02/2020	3	Standard
rental	Dublin	Balbriggan	21999522	03/02/2020	4	Standard
rental	Dublin	Balbriggan	21999522	05/02/2020	3	Standard
rental	Dublin	Clontarf	22000176	05/02/2020	1	Standard
rental	Dublin	Balbriggan	21999522	06/02/2020	1	Standard
rental	Dublin	Rathgar	22003929	06/02/2020	1	Standard
rental	Dublin	Balbriggan	21999522	07/02/2020	3	Standard
rental	Dublin	Dublin 2	22004165	07/02/2020	4	Standard
rental	Dublin	Rathgar	22003929	07/02/2020	4	Standard
rental	Dublin	Balbriggan	21999522	08/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	08/02/2020	2	Standard
rental	Dublin	Balbriggan	21999522	09/02/2020	4	Standard
rental	Dublin	Ballsbridge	21874514	09/02/2020	1	Standard
rental	Dublin	Clontarf	22000176	09/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	09/02/2020	2	Standard
rental	Dublin	Rathgar	22003929	09/02/2020	3	Standard
rental	Dublin	Balbriggan	21999522	10/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	10/02/2020	3	Standard
rental	Dublin	Clontarf	22000176	11/02/2020	10	Standard
rental	Dublin	Dublin 2	22004165	11/02/2020	1	Standard
rental	Dublin	Ballsbridge	21874514	12/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	12/02/2020	1	Standard
rental	Dublin	Rathgar	22003929	12/02/2020	2	Standard
rental	Dublin	Dublin 2	22004165	14/02/2020	1	Standard
rental	Dublin	Rathgar	22003929	14/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	15/02/2020	1	Standard
rental	Dublin	Clontarf	22000176	17/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	18/02/2020	4	Standard
rental	Dublin	Rathgar	22003929	18/02/2020	2	Standard
rental	Dublin	Christchurch	22007405	23/02/2020	5	Standard
rental	Dublin	Clontarf	22000176	23/02/2020	2	Standard
rental	Dublin	Christchurch	22007405	24/02/2020	9	Standard
rental	Dublin	Christchurch	22007405	25/02/2020	6	Standard
rental	Dublin	Dublin 2	22004165	25/02/2020	1	Standard
rental	Dublin	Rathgar	22003929	25/02/2020	2	Standard
rental	Dublin	Christchurch	22007405	26/02/2020	4	Standard
rental	Dublin	Clontarf	22000176	26/02/2020	1	Standard
rental	Dublin	Dublin 2	22004165	26/02/2020	1	Standard
rental	Dublin	Christchurch	22007405	27/02/2020	8	Standard
rental	Dublin	Christchurch	22007405	28/02/2020	1	Standard
rental	Dublin	Christchurch	22007405	29/02/2020	7	Standard
rental	Dublin	Dublin 2	22004165	29/02/2020	1	Standard
rental	Dublin	Rathgar	22003929	29/02/2020	8	Standard
rental	Dublin	Christchurch	22007405	01/03/2020	4	Standard
rental	Dublin	Dublin 2	22004165	01/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	01/03/2020	1	Standard
rental	Dublin	Christchurch	22007405	02/03/2020	6	Standard
rental	Dublin	Rathgar	22003929	02/03/2020	10	Standard
rental	Dublin	Christchurch	22007405	03/03/2020	2	Standard
rental	Dublin	Dublin 2	22004165	03/03/2020	4	Standard
rental	Dublin	Rathgar	22003929	03/03/2020	9	Standard
rental	Dublin	Clontarf	22000176	04/03/2020	1	Standard
rental	Dublin	Dublin 2	22004165	04/03/2020	4	Standard
rental	Dublin	Rathgar	22003929	04/03/2020	2	Standard
rental	Dublin	Dublin 2	22004165	05/03/2020	2	Standard
rental	Dublin	Rathgar	22003929	05/03/2020	3	Standard
rental	Dublin	Rathgar	22003929	06/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	07/03/2020	2	Standard
rental	Dublin	Clontarf	22000176	08/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	08/03/2020	4	Standard
rental	Dublin	Rathgar	22003929	09/03/2020	10	Standard
rental	Dublin	Clontarf	22000176	10/03/2020	2	Standard
rental	Dublin	Rathgar	22003929	10/03/2020	8	Standard
rental	Dublin	Rathgar	22003929	11/03/2020	9	Standard
rental	Dublin	Dublin 2	22013364	12/03/2020	25	Standard
rental	Dublin	Rathgar	22003929	12/03/2020	5	Standard
rental	Dublin	Clontarf	22000176	13/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	13/03/2020	17	Standard
rental	Dublin	Rathgar	22003929	13/03/2020	4	Standard
rental	Dublin	Dublin 2	22013364	14/03/2020	5	Standard
rental	Dublin	Rathgar	22003929	14/03/2020	7	Standard
rental	Dublin	Dublin 2	22013364	15/03/2020	8	Standard
rental	Dublin	Rathgar	22003929	15/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	16/03/2020	6	Standard
rental	Dublin	Rathgar	22003929	16/03/2020	5	Standard
rental	Dublin	Clontarf	22000176	17/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	17/03/2020	6	Standard
rental	Dublin	Rathgar	22003929	17/03/2020	2	Standard
rental	Dublin	Dublin 2	22013364	18/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	18/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	19/03/2020	2	Standard
rental	Dublin	Rathgar	22003929	19/03/2020	1	Standard
rental	Dublin	Clontarf	22000176	20/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	20/03/2020	3	Standard
rental	Dublin	Rathgar	22003929	20/03/2020	1	Standard
rental	Dublin	Clontarf	22000176	21/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	21/03/2020	2	Standard
rental	Dublin	Rathgar	22003929	21/03/2020	7	Standard
rental	Dublin	Clontarf	22000176	22/03/2020	2	Standard
rental	Dublin	Dublin 2	22013364	22/03/2020	7	Standard
rental	Dublin	Rathgar	22003929	22/03/2020	3	Standard
rental	Dublin	Clontarf	22000176	23/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	23/03/2020	4	Standard
rental	Dublin	Rathgar	22003929	23/03/2020	4	Standard
rental	Dublin	Clontarf	22000176	24/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	24/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	24/03/2020	4	Standard
rental	Dublin	Dublin 2	22013364	25/03/2020	3	Standard
rental	Dublin	Rathgar	22003929	25/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	26/03/2020	2	Standard
rental	Dublin	Rathgar	22003929	26/03/2020	7	Standard
rental	Dublin	Dublin 2	22013364	27/03/2020	1	Standard
rental	Dublin	Rathgar	22003929	27/03/2020	3	Standard
rental	Dublin	Dublin 2	22013364	28/03/2020	4	Standard
rental	Dublin	Rathgar	22003929	28/03/2020	3	Standard
rental	Dublin	Rathgar	22003929	29/03/2020	1	Standard
rental	Dublin	Dublin 2	22013364	30/03/2020	3	Standard
rental	Dublin	Rathgar	22003929	30/03/2020	6	Standard
rental	Dublin	Rathgar	22003929	31/03/2020	6	Standard
rental	Dublin	Dublin 2	22013364	01/04/2020	4	Standard
rental	Dublin	Rathgar	22003929	01/04/2020	1	Standard
rental	Dublin	Dublin 2	22013364	02/04/2020	1	Standard
rental	Dublin	Rathgar	22003929	02/04/2020	4	Standard
rental	Dublin	Rathgar	22003929	03/04/2020	3	Standard
rental	Dublin	Dublin 2	22013364	04/04/2020	2	Standard
rental	Dublin	Rathgar	22003929	04/04/2020	3	Standard
rental	Dublin	Dublin 2	22013364	05/04/2020	1	Standard
rental	Dublin	Rathgar	22003929	05/04/2020	2	Standard
rental	Dublin	Clontarf	22000176	06/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	06/04/2020	2	Standard
rental	Dublin	Dublin 2	22013364	06/04/2020	1	Standard
rental	Dublin	Rathgar	22003929	06/04/2020	4	Standard
rental	Dublin	Clontarf	22000176	07/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	07/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	07/04/2020	2	Standard
rental	Dublin	Rathgar	22003929	07/04/2020	4	Standard
rental	Dublin	Donnybrook	22019610	08/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	08/04/2020	1	Standard
rental	Dublin	Rathgar	22003929	08/04/2020	2	Standard
rental	Dublin	Dublin 2	22013364	09/04/2020	1	Standard
rental	Dublin	Clontarf	22000176	10/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	10/04/2020	10	Standard
rental	Dublin	Dublin 2	22013364	11/04/2020	4	Standard
rental	Dublin	Rathgar	22021005	11/04/2020	5	Standard
rental	Dublin	Ballsbridge	21874514	12/04/2020	2	Standard
rental	Dublin	Donnybrook	22019610	12/04/2020	2	Premium
rental	Dublin	Dublin 2	22013364	12/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	12/04/2020	2	Standard
rental	Dublin	Rathgar	22021005	13/04/2020	7	Standard
rental	Dublin	Dublin 2	22013364	14/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	14/04/2020	7	Standard
rental	Dublin	Donnybrook	22019610	15/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	15/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	15/04/2020	6	Standard
rental	Dublin	Rathgar	22021005	16/04/2020	4	Standard
rental	Dublin	Ballsbridge	21874514	17/04/2020	1	Standard
rental	Dublin	Clontarf	22000176	17/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	17/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	17/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	17/04/2020	7	Standard
rental	Dublin	Clontarf	22000176	18/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	18/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	18/04/2020	3	Standard
rental	Dublin	Rathgar	22021005	18/04/2020	3	Standard
rental	Dublin	Dublin 2	22013364	19/04/2020	2	Standard
rental	Dublin	Rathgar	22021005	19/04/2020	7	Standard
rental	Dublin	Donnybrook	22019610	20/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	20/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	20/04/2020	4	Standard
rental	Dublin	Dublin 2	22013364	21/04/2020	3	Standard
rental	Dublin	Rathgar	22021005	21/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	22/04/2020	2	Premium
rental	Dublin	Dublin 2	22013364	22/04/2020	3	Standard
rental	Dublin	Rathgar	22021005	22/04/2020	3	Standard
rental	Dublin	Donnybrook	22019610	23/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	23/04/2020	2	Standard
rental	Dublin	Rathgar	22021005	23/04/2020	3	Standard
rental	Dublin	Clontarf	22000176	24/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	24/04/2020	2	Standard
rental	Dublin	Donnybrook	22019610	25/04/2020	2	Premium
rental	Dublin	Rathgar	22021005	25/04/2020	1	Standard
rental	Dublin	Clontarf	22000176	26/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	26/04/2020	1	Premium
rental	Dublin	Dublin 2	22013364	26/04/2020	3	Standard
rental	Dublin	Rathgar	22021005	26/04/2020	4	Standard
rental	Dublin	Donnybrook	22019610	27/04/2020	5	Premium
rental	Dublin	Dublin 2	22013364	27/04/2020	1	Standard
rental	Dublin	Rathgar	22021005	27/04/2020	4	Standard
rental	Dublin	Clontarf	22000176	28/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	28/04/2020	1	Premium
rental	Dublin	Rathgar	22021005	28/04/2020	1	Standard
rental	Dublin	Donnybrook	22019610	29/04/2020	14	Premium
rental	Dublin	Dublin 2	22013364	29/04/2020	1	Standard
rental	Dublin	Clontarf	22000176	30/04/2020	2	Standard
rental	Dublin	Donnybrook	22025953	01/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	01/05/2020	7	Standard
rental	Dublin	Ballsbridge	21874514	02/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	03/05/2020	2	Standard
rental	Dublin	Donnybrook	22025953	04/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	04/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	05/05/2020	2	Standard
rental	Dublin	Dublin 2	22025954	06/05/2020	2	Standard
rental	Dublin	Donnybrook	22025953	07/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	07/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	08/05/2020	2	Standard
rental	Dublin	Dublin 2	22025954	09/05/2020	2	Standard
rental	Dublin	Clontarf	22000176	10/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	10/05/2020	1	Standard
rental	Dublin	Clontarf	22000176	12/05/2020	1	Standard
rental	Dublin	Donnybrook	22025953	12/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	12/05/2020	1	Standard
rental	Dublin	Donnybrook	22025953	13/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	13/05/2020	3	Standard
rental	Dublin	Clontarf	22000176	14/05/2020	1	Standard
rental	Dublin	Donnybrook	22025953	14/05/2020	2	Standard
rental	Dublin	Donnybrook	22025953	15/05/2020	1	Standard
rental	Dublin	Clontarf	22000176	16/05/2020	1	Standard
rental	Dublin	Dublin 8	22030260	16/05/2020	3	Standard
rental	Dublin	Dublin 8	22030260	17/05/2020	3	Standard
rental	Dublin	Dublin 2	22025954	18/05/2020	4	Standard
rental	Dublin	Dublin 8	22030260	18/05/2020	3	Standard
rental	Dublin	Clontarf	22000176	19/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	19/05/2020	1	Standard
rental	Dublin	Dublin 8	22030260	19/05/2020	2	Standard
rental	Dublin	Dublin 2	22025954	20/05/2020	2	Standard
rental	Dublin	Dublin 8	22030260	20/05/2020	3	Standard
rental	Dublin	Ballsbridge	21874514	21/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	21/05/2020	3	Standard
rental	Dublin	Dublin 2	22025954	22/05/2020	2	Standard
rental	Dublin	Dublin 8	22030260	22/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	23/05/2020	1	Standard
rental	Dublin	Dublin 8	22030260	23/05/2020	3	Standard
rental	Dublin	Dublin 2	22025954	24/05/2020	3	Standard
rental	Dublin	Dublin 8	22030260	25/05/2020	2	Standard
rental	Dublin	Clontarf	22000176	26/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	26/05/2020	5	Standard
rental	Dublin	Dublin 8	22030260	26/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	27/05/2020	2	Standard
rental	Dublin	Dublin 8	22034190	27/05/2020	4	Standard
rental	Dublin	Dublin 2	22025954	28/05/2020	1	Standard
rental	Dublin	Dublin 8	22034190	28/05/2020	5	Standard
rental	Dublin	Dublin 8	22030260	29/05/2020	2	Standard
rental	Dublin	Dublin 2	22025954	30/05/2020	2	Standard
rental	Dublin	Dublin 8	22030260	30/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	31/05/2020	3	Standard
rental	Dublin	Dublin 8	22034190	31/05/2020	1	Standard
rental	Dublin	Dublin 2	22025954	01/06/2020	2	Standard
rental	Dublin	Dublin 8	22034190	01/06/2020	1	Standard
rental	Dublin	Dublin 8	22030260	01/06/2020	1	Standard
rental	Dublin	Dublin 2	22025954	02/06/2020	1	Standard
rental	Dublin	Dublin 8	22030260	02/06/2020	1	Standard
rental	Dublin	Dublin 8	22034190	02/06/2020	1	Standard
rental	Dublin	Dublin 8	22030260	03/06/2020	1	Standard
rental	Dublin	Dublin 8	22034190	03/06/2020	1	Standard
rental	Dublin	Dublin 8	22034190	04/06/2020	1	Standard
rental	Dublin	Dublin 8	22030260	05/06/2020	1	Standard
rental	Dublin	Dublin 8	22030260	07/06/2020	2	Standard
rental	Dublin	Dublin 8	22034190	08/06/2020	1	Standard
rental	Dublin	Ballsbridge	21874514	09/06/2020	2	Standard
rental	Dublin	Dublin 8	22034190	09/06/2020	2	Standard
rental	Dublin	Terenure	22038679	10/06/2020	1	Standard
rental	Dublin	Dublin 8	22034190	11/06/2020	1	Standard
rental	Dublin	Terenure	22038679	11/06/2020	1	Standard
rental	Dublin	Dublin 8	22034190	12/06/2020	1	Standard
rental	Dublin	Dundrum	22040946	16/06/2020	1	Standard
rental	Dublin	Terenure	22038679	16/06/2020	1	Standard
rental	Dublin	Terenure	22038679	17/06/2020	2	Standard
rental	Dublin	Dublin 8	22034190	20/06/2020	1	Standard
rental	Dublin	Dundrum	22040946	23/06/2020	1	Standard
rental	Dublin	Dundrum	22040946	30/06/2020	2	Standard
rental	Dublin	Terenure	22045921	03/07/2020	1	Standard
rental	Dublin	Dundrum	22040946	05/07/2020	1	Standard
rental	Dublin	Rialto	22049181	10/07/2020	3	Standard
rental	Dublin	Rialto	22049181	11/07/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	12/07/2020	1	Standard
rental	Dublin	Rialto	22049181	12/07/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	13/07/2020	1	Standard
rental	Dublin	Rialto	22049181	13/07/2020	2	Standard
rental	Dublin	Rialto	22049181	18/07/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	19/07/2020	1	Standard
rental	Dublin	Rialto	22049181	20/07/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	21/07/2020	1	Standard
rental	Dublin	Dublin 8	22052790	21/07/2020	1	Standard
rental	Dublin	Dublin 8	22052845	21/07/2020	1	Standard
rental	Dublin	Rialto	22049181	21/07/2020	6	Standard
rental	Dublin	Ballsbridge	22049312	22/07/2020	1	Standard
rental	Dublin	Dublin 8	22052845	22/07/2020	2	Standard
rental	Dublin	Rialto	22049181	22/07/2020	3	Standard
rental	Dublin	Dublin 8	22052845	23/07/2020	3	Standard
rental	Dublin	Rialto	22049181	23/07/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	24/07/2020	1	Standard
rental	Dublin	Dublin 8	22052845	24/07/2020	1	Standard
rental	Dublin	Rialto	22049181	24/07/2020	6	Standard
rental	Dublin	Dublin 8	22052845	25/07/2020	2	Standard
rental	Dublin	Dublin 8	22052845	26/07/2020	2	Standard
rental	Dublin	Rialto	22049181	27/07/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	28/07/2020	1	Standard
rental	Dublin	Dublin 8	22052845	28/07/2020	1	Standard
rental	Dublin	Dublin 8	22052845	29/07/2020	1	Standard
rental	Dublin	Rialto	22049181	29/07/2020	3	Standard
rental	Dublin	Terenure	22055066	29/07/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	30/07/2020	1	Standard
rental	Dublin	Rialto	22049181	30/07/2020	2	Standard
rental	Dublin	Terenure	22055066	30/07/2020	4	Standard
rental	Dublin	Rialto	22049181	31/07/2020	2	Standard
rental	Dublin	Dublin 8	22052845	01/08/2020	1	Standard
rental	Dublin	Rialto	22049181	01/08/2020	1	Standard
rental	Dublin	Rialto	22049181	02/08/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	03/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	03/08/2020	1	Standard
rental	Dublin	Rialto	22049181	03/08/2020	1	Standard
rental	Dublin	Terenure	22055066	03/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	04/08/2020	1	Standard
rental	Dublin	Rialto	22049181	04/08/2020	4	Standard
rental	Dublin	Dublin 8	22052845	05/08/2020	2	Standard
rental	Dublin	Rialto	22049181	05/08/2020	2	Standard
rental	Dublin	Dublin 8	22052845	07/08/2020	3	Standard
rental	Dublin	Rialto	22049181	08/08/2020	1	Standard
rental	Dublin	Terenure	22055066	08/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	09/08/2020	1	Standard
rental	Dublin	Rialto	22049181	11/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	12/08/2020	4	Standard
rental	Dublin	Rialto	22049181	12/08/2020	1	Standard
rental	Dublin	Ballsbridge	22045922	13/08/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	13/08/2020	4	Standard
rental	Dublin	Rialto	22049181	13/08/2020	1	Standard
rental	Dublin	Terenure	22055066	13/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	14/08/2020	1	Standard
rental	Dublin	Rialto	22049181	14/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	15/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	15/08/2020	1	Standard
rental	Dublin	Rialto	22049181	15/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	16/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	17/08/2020	6	Standard
rental	Dublin	Dublin 8	22052845	17/08/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	18/08/2020	2	Standard
rental	Dublin	Ballsbridge	22045922	19/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	20/08/2020	4	Standard
rental	Dublin	Rialto	22049181	20/08/2020	2	Standard
rental	Dublin	Rialto	22049181	21/08/2020	1	Standard
rental	Dublin	Donnybrook	22063118	23/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	23/08/2020	1	Standard
rental	Dublin	Rialto	22049181	23/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	24/08/2020	3	Standard
rental	Dublin	Donnybrook	22063118	24/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	25/08/2020	5	Standard
rental	Dublin	Dublin 8	22052845	26/08/2020	4	Standard
rental	Dublin	Dun Laoghaire	22064931	26/08/2020	10	Standard
rental	Dublin	Ballsbridge	22049312	27/08/2020	2	Standard
rental	Dublin	Dublin 8	22052845	27/08/2020	4	Standard
rental	Dublin	Dun Laoghaire	22064931	27/08/2020	7	Standard
rental	Dublin	Rialto	22049181	27/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	28/08/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	28/08/2020	6	Standard
rental	Dublin	Ballsbridge	22049312	29/08/2020	2	Standard
rental	Dublin	Dublin 8	22052845	29/08/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	29/08/2020	2	Standard
rental	Dublin	Ballsbridge	22049312	30/08/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	30/08/2020	1	Standard
rental	Dublin	Rialto	22049181	30/08/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	31/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	31/08/2020	1	Standard
rental	Dublin	Dublin 8	22052845	01/09/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	01/09/2020	3	Standard
rental	Dublin	Ballsbridge	22049312	02/09/2020	2	Standard
rental	Dublin	Dublin 8	22052845	02/09/2020	1	Standard
rental	Dublin	Rialto	22049181	02/09/2020	1	Standard
rental	Dublin	Dublin 8	22052845	03/09/2020	2	Standard
rental	Dublin	Dun Laoghaire	22064931	03/09/2020	5	Standard
rental	Dublin	Rialto	22049181	03/09/2020	3	Standard
rental	Dublin	Dublin 8	22052845	04/09/2020	5	Standard
rental	Dublin	Dun Laoghaire	22064931	04/09/2020	3	Standard
rental	Dublin	Rialto	22049181	04/09/2020	2	Standard
rental	Dublin	Dun Laoghaire	22064931	05/09/2020	2	Standard
rental	Dublin	Rialto	22049181	05/09/2020	1	Standard
rental	Dublin	Ballsbridge	22049312	06/09/2020	1	Standard
rental	Dublin	Dublin 8	22052845	06/09/2020	1	Standard
rental	Dublin	Dublin 8	22052845	07/09/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	07/09/2020	1	Standard
rental	Dublin	Rialto	22049181	07/09/2020	3	Standard
rental	Dublin	Ballsbridge	22049312	08/09/2020	1	Standard
rental	Dublin	Dun Laoghaire	22064931	08/09/2020	1	Standard
rental	Dublin	Rialto	22049181	08/09/2020	1	Standard
